[ 2025-10-12 17:09:25,686 ] 164 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[ 2025-10-12 17:09:29,326 ] 20 root - INFO - Initiate the data ingestion
[ 2025-10-12 17:09:47,396 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-10-12 17:09:47,396 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-10-12 17:09:47,396 ] 75 root - INFO - Exporting train and test file path.
[ 2025-10-12 17:09:47,436 ] 84 root - INFO - Exported train and test file path.
[ 2025-10-12 17:09:47,436 ] 22 root - INFO - Data Initiation Completed
[ 2025-10-12 17:09:47,443 ] 26 root - INFO - Initiate the data Validation
[ 2025-10-12 17:09:47,516 ] 32 root - INFO - Required number of columns:2
[ 2025-10-12 17:09:47,516 ] 33 root - INFO - Data frame has columns:31
[ 2025-10-12 17:09:47,516 ] 32 root - INFO - Required number of columns:2
[ 2025-10-12 17:09:47,516 ] 33 root - INFO - Data frame has columns:31
[ 2025-10-12 17:09:47,616 ] 28 root - INFO - data Validation Completed
[ 2025-10-12 17:09:47,616 ] 31 root - INFO - data Transformation started
[ 2025-10-12 17:09:47,616 ] 67 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-10-12 17:09:47,616 ] 69 root - INFO - Starting data transformation
[ 2025-10-12 17:09:47,638 ] 52 root - INFO - Entered get_data_transformer_object method of Trnasformation class
[ 2025-10-12 17:09:47,638 ] 57 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-10-12 17:09:47,649 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-10-12 17:09:47,651 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-10-12 17:09:47,651 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-10-12 17:09:47,653 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-10-12 17:09:47,654 ] 35 root - INFO - data Transformation completed
[ 2025-10-12 17:09:47,654 ] 37 root - INFO - Model Training sstared
