[ 2025-10-12 17:00:51,621 ] 164 numexpr.utils - INFO - NumExpr defaulting to 16 threads.
[ 2025-10-12 17:00:56,432 ] 20 root - INFO - Initiate the data ingestion
[ 2025-10-12 17:01:01,904 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-10-12 17:01:01,904 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-10-12 17:01:01,904 ] 75 root - INFO - Exporting train and test file path.
[ 2025-10-12 17:01:01,947 ] 84 root - INFO - Exported train and test file path.
[ 2025-10-12 17:01:01,947 ] 22 root - INFO - Data Initiation Completed
[ 2025-10-12 17:01:01,955 ] 26 root - INFO - Initiate the data Validation
[ 2025-10-12 17:01:02,024 ] 32 root - INFO - Required number of columns:2
[ 2025-10-12 17:01:02,024 ] 33 root - INFO - Data frame has columns:31
[ 2025-10-12 17:01:02,024 ] 32 root - INFO - Required number of columns:2
[ 2025-10-12 17:01:02,024 ] 33 root - INFO - Data frame has columns:31
[ 2025-10-12 17:01:02,137 ] 28 root - INFO - data Validation Completed
[ 2025-10-12 17:01:02,137 ] 31 root - INFO - data Transformation started
[ 2025-10-12 17:01:02,137 ] 67 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-10-12 17:01:02,137 ] 69 root - INFO - Starting data transformation
[ 2025-10-12 17:01:02,154 ] 52 root - INFO - Entered get_data_transformer_object method of Trnasformation class
[ 2025-10-12 17:01:02,155 ] 57 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-10-12 17:01:02,168 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-10-12 17:01:02,172 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-10-12 17:01:02,172 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-10-12 17:01:02,174 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-10-12 17:01:02,176 ] 35 root - INFO - data Transformation completed
[ 2025-10-12 17:01:02,176 ] 37 root - INFO - Model Training sstared
